,fav_number,retweet_count,tweet_count,tweet_location,year,month,totalLettersName,gender_catg,link_hue,link_sat,link_vue,sidebar_hue,sidebar_sat,sidebar_vue
14087,-0.266565681635606,-0.041047651063601,8.23678395770361,1,-0.368700361730469,1.40596886656066,-0.849217464805034,0,0.158983668980779,0.175585916553202,0.364937987995183,-1.03380364969194,-0.783618166508508,0.707624240969045
10641,-0.266565681635606,-0.041047651063601,8.23678395770361,1,-0.368700361730469,1.40596886656066,-0.849217464805034,0,0.158983668980779,0.175585916553202,0.364937987995183,-1.03380364969194,-0.783618166508508,0.707624240969045
4142,-0.384034505150782,-0.041047651063601,8.09876083229212,1,0.106705329240993,1.70634856896872,-2.03654197606268,0,0.139839177063476,0.665949439661808,0.450769671747034,-0.495190117928062,1.07236546425118,0.707624240969045
14057,-0.420476446282463,-0.041047651063601,7.92753105505421,0,0.582111020212454,-1.29744845511185,0.338107046452609,1,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
19906,-0.420960188863856,-0.041047651063601,7.9046874017625,0,1.05751671118392,-1.29744845511185,-0.453442627719153,0,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
12037,-0.420879565100291,-0.041047651063601,7.9003769951256,0,1.05751671118392,-1.29744845511185,0.73388188353849,0,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
17960,0.297155673215529,0.572829160365171,7.85461459434988,1,-1.31951174367339,-0.997068752703789,1.52543155771025,0,-1.16517702196598,0.587365541727737,-1.63494024342294,-1.03380364969194,-0.783618166508508,0.707624240969045
12751,-0.420798941336725,-0.041047651063601,7.734854376501,1,-0.84410605270193,-0.396309347887675,0.338107046452609,1,-1.93414744731097,-2.47740647770105,-2.982497678327,-1.03380364969194,-0.783618166508508,0.536840451661659
16318,-0.421040812627422,-0.041047651063601,7.52457561927725,1,0.106705329240993,0.204450056928438,-0.849217464805034,1,-1.93414744731097,0.665949439661808,-0.407547165771476,-1.03380364969194,-0.783618166508508,0.388997768380638
12668,-0.420960188863856,0.572829160365171,7.31135316971611,1,-0.84410605270193,1.40596886656066,0.338107046452609,0,0.25896046010447,-0.189043369860889,0.669640465314253,-1.03380364969194,-0.783618166508508,0.707624240969045
12504,-0.420960188863856,0.572829160365171,7.31135316971611,1,-0.84410605270193,1.40596886656066,0.338107046452609,0,0.25896046010447,-0.189043369860889,0.669640465314253,-1.03380364969194,-0.783618166508508,0.707624240969045
9334,0.127845769727631,-0.041047651063601,7.22522013117042,1,-1.31951174367339,-0.396309347887675,-1.24499230189091,0,-1.93414744731097,-2.47740647770105,-2.982497678327,-1.03380364969194,-0.783618166508508,0.707624240969045
4281,-0.383470138805822,-0.041047651063601,7.20269187348628,1,0.106705329240993,0.204450056928438,0.73388188353849,0,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
13637,0.024324857309316,-0.041047651063601,6.51412318678981,1,-1.79491743464485,1.10558916415261,-0.057667790633272,1,1.68309794217492,0.474204728702674,0.047360758113334,2.30187213900968,3.5393250728386,0.197821884827593
12893,-0.401287990553834,-0.041047651063601,6.13363593334317,1,-1.79491743464485,1.10558916415261,-1.24499230189091,0,-1.0832811398753,-0.380788080820024,-0.407547165771476,-1.03380364969194,-0.783618166508508,-1.84138753973822
11671,-0.204566007453609,-0.041047651063601,6.11327038839671,0,-1.31951174367339,-1.29744845511185,-1.6407671389768,1,1.80860072252169,-1.52811299065747,1.14171472594943,-0.056646859825231,0.449861637785199,0.35840962701215
7775,-0.419831456173937,-0.041047651063601,5.67021465394198,1,-1.31951174367339,-0.095929645479619,1.12965672062437,0,-1.29599771673422,-1.98704295459244,-1.90531004724127,-0.691406340792863,4.79009665008969,0.577624640152975
16276,-0.420315198755331,-0.041047651063601,5.55381865590727,1,0.582111020212454,-1.5978281575199,-1.24499230189091,0,0.150475005906422,0.665949439661808,0.047360758113334,-1.03380364969194,-0.783618166508508,0.707624240969045
6389,-0.420395822518897,-0.041047651063601,5.54742063072497,1,0.106705329240993,0.504829759336495,1.52543155771025,0,-1.80651750119562,0.665949439661808,1.30908650926554,-1.03380364969194,-0.783618166508508,0.707624240969045
17444,-0.42071831757316,-0.041047651063601,5.46439649173969,1,-0.368700361730469,1.40596886656066,-0.849217464805034,0,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
16283,-0.421040812627422,-0.041047651063601,5.43580062331929,1,0.106705329240993,0.204450056928438,-0.849217464805034,1,-1.93414744731097,0.665949439661808,-0.407547165771476,-1.03380364969194,-0.783618166508508,0.388997768380638
16272,-0.421040812627422,-0.041047651063601,5.29669614153896,0,1.05751671118392,-1.29744845511185,-2.03654197606268,0,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
7133,0.210565751146004,-0.041047651063601,5.29327184637097,1,-1.31951174367339,-0.396309347887675,1.52543155771025,0,0.130266931104825,0.046708323941325,1.03871670544721,1.12457480182087,0.369166697317386,-1.54060414961476
16277,-0.421040812627422,-0.041047651063601,5.25961462939087,1,0.106705329240993,0.204450056928438,-1.24499230189091,0,-1.93414744731097,0.665949439661808,-0.407547165771476,-1.03380364969194,-0.783618166508508,0.388997768380638
17520,-0.418218980902624,-0.041047651063601,5.12148637211019,1,-1.79491743464485,1.70634856896872,-1.24499230189091,1,-0.070750234026853,0.530785135215205,-1.01266053622202,-1.03380364969194,-0.783618166508508,0.707624240969045
13301,-0.018808856198315,-0.041047651063601,5.05023700247449,1,-2.27032312561631,-0.396309347887675,-1.6407671389768,0,-0.920552958578229,-1.31436478827679,-1.43323578660609,-1.03380364969194,-0.783618166508508,0.707624240969045
16129,-0.375246514922124,-0.041047651063601,5.05004175757456,1,-1.79491743464485,-1.29744845511185,0.338107046452609,0,0.618451474996041,0.665949439661808,1.30908650926554,-0.185168485801676,2.8937655490961,0.037234142643036
16062,-0.375246514922124,-0.041047651063601,5.05004175757456,1,-1.79491743464485,-1.29744845511185,0.338107046452609,0,0.618451474996041,0.665949439661808,1.30908650926554,-0.185168485801676,2.8937655490961,0.037234142643036
2391,-0.393467485487964,-0.041047651063601,5.04930583449021,1,-1.79491743464485,1.40596886656066,-0.453442627719153,0,1.81498221982745,0.012131408850334,0.738305812315734,-1.03380364969194,-0.783618166508508,0.707624240969045
19412,2.23035227599306,-0.041047651063601,4.94240174235974,1,1.53292240215538,-1.29744845511185,-2.43231681314856,1,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
19075,2.23035227599306,-0.041047651063601,4.94240174235974,1,1.53292240215538,-1.29744845511185,-2.43231681314856,1,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
19033,2.23035227599306,-0.041047651063601,4.94240174235974,1,1.53292240215538,-1.29744845511185,-2.43231681314856,1,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
16380,-0.418138357139058,-0.041047651063601,4.86916988604784,1,-1.31951174367339,0.204450056928438,0.73388188353849,0,-1.93414744731097,-2.47740647770105,-2.982497678327,-1.03380364969194,-0.783618166508508,0.536840451661659
13601,-0.421040812627422,-0.041047651063601,4.86837388760966,0,-1.79491743464485,-0.696689050295732,0.338107046452609,0,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
6493,-0.021550064159548,-0.041047651063601,4.85257406955386,1,-0.84410605270193,0.805209461744551,1.12965672062437,0,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
10724,0.053591283483653,-0.041047651063601,4.79793553525059,1,-1.79491743464485,1.40596886656066,-2.43231681314856,0,0.585480405582909,0.420767678107505,1.30908650926554,0.859682900953392,0.380694545955646,-0.011197081190403
3911,-0.303088246530853,-0.041047651063601,4.78979532480739,1,-0.84410605270193,-0.095929645479619,1.12965672062437,0,-1.93414744731097,-2.47740647770105,-2.982497678327,-1.03380364969194,-0.783618166508508,0.536840451661659
15826,-0.412817188743724,-0.041047651063601,4.66983986205858,0,-0.368700361730469,1.10558916415261,1.52543155771025,0,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
15856,-0.187876888395517,-0.041047651063601,4.66118901110787,1,-1.31951174367339,-0.396309347887675,0.338107046452609,0,0.257896877220175,-2.10334712353487,0.283397888430924,-1.03380364969194,-0.783618166508508,0.707624240969045
1468,3.20743166664537,-0.041047651063601,4.65407008167968,1,-1.31951174367339,-0.095929645479619,0.73388188353849,0,-0.765269857471219,-1.33636827969833,0.583808781562402,-1.03380364969194,-0.783618166508508,-1.84138753973822
13900,-0.253504631937969,-0.041047651063601,4.59303352219412,1,-1.31951174367339,1.70634856896872,1.12965672062437,0,0.150475005906422,0.665949439661808,0.047360758113334,-1.03380364969194,-0.783618166508508,0.707624240969045
15902,2.35410975306636,-0.041047651063601,4.57280314679377,1,-0.84410605270193,1.70634856896872,0.338107046452609,0,1.68203435929063,-0.119889539678906,0.450769671747034,-1.03380364969194,-0.783618166508508,0.707624240969045
4195,-0.190456848829618,-0.041047651063601,4.44560860390912,1,-1.31951174367339,-0.696689050295732,-0.453442627719153,1,1.20235847847377,0.043564968023962,1.00438403194647,-1.03380364969194,-0.783618166508508,-1.84138753973822
12073,-0.419025218538281,-0.041047651063601,4.38210895491676,1,-1.31951174367339,1.70634856896872,-0.849217464805034,1,1.85752553519924,0.493064864206851,0.721139475565364,-0.567790120388038,-0.241809280510338,0.697428193846216
17966,0.11800967057262,-0.041047651063601,4.37793371782597,1,-1.31951174367339,-0.095929645479619,0.338107046452609,1,1.63949104391885,0.665949439661808,1.30908650926554,-1.03380364969194,-0.783618166508508,-1.84138753973822
13502,-0.036223589128499,-0.041047651063601,4.30480699338325,1,-1.31951174367339,1.40596886656066,-1.24499230189091,1,0.090914364385925,0.665949439661808,0.128900857677593,-1.03380364969194,-0.783618166508508,0.707624240969045
16373,-0.352188118542344,-0.041047651063601,4.29707229157837,1,-1.31951174367339,-0.997068752703789,-0.057667790633272,1,0.150475005906422,0.665949439661808,0.047360758113334,-0.056646859825231,0.449861637785199,0.35840962701215
3701,-0.414590911542169,-0.041047651063601,4.21071397045583,1,0.106705329240993,-0.095929645479619,-0.057667790633272,0,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
409,2.11675339312904,-0.041047651063601,4.17146974557006,0,1.53292240215538,-1.29744845511185,-2.43231681314856,1,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
3997,1.86222417155223,-0.041047651063601,4.13060348613104,1,-1.79491743464485,-0.095929645479619,-0.849217464805034,1,0.25896046010447,-0.189043369860889,0.669640465314253,-0.193017134716268,1.52771548546241,-0.271196282822543
6614,0.094064412793617,-0.041047651063601,4.09341684211375,1,0.106705329240993,0.504829759336495,1.52543155771025,0,-0.796113761115762,0.357900559760248,-2.2915526241246,-1.03380364969194,-0.783618166508508,0.707624240969045
2992,0.094064412793617,-0.041047651063601,4.0934018232753,1,0.106705329240993,0.504829759336495,1.52543155771025,0,-0.796113761115762,0.357900559760248,-2.2915526241246,-1.03380364969194,-0.783618166508508,0.707624240969045
14217,-0.280997335313861,-0.041047651063601,4.08348938989428,1,-1.79491743464485,1.10558916415261,0.338107046452609,1,0.25896046010447,-0.189043369860889,0.669640465314253,-1.03380364969194,-0.783618166508508,-1.84138753973822
4566,-0.074197381767928,-0.041047651063601,4.06010505841814,1,-0.84410605270193,-0.997068752703789,-0.453442627719153,1,-1.85969664541035,0.665949439661808,1.22325482551369,-1.03380364969194,-0.783618166508508,-1.84138753973822
339,0.815808344233457,-0.041047651063601,4.0379522716954,1,0.582111020212454,0.504829759336495,-1.24499230189091,1,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
3412,-0.367990376201214,-0.041047651063601,3.99035757262805,1,-1.31951174367339,-0.997068752703789,0.73388188353849,1,0.96837024392896,0.665949439661808,-0.407547165771476,-1.03380364969194,-0.783618166508508,0.707624240969045
12503,0.045851402181349,0.572829160365171,3.94638241362861,1,-1.31951174367339,-0.396309347887675,-1.24499230189091,0,0.893919442028339,-0.905728519019621,0.450769671747034,-1.03380364969194,-0.783618166508508,-1.84138753973822
17034,0.045851402181349,-0.041047651063601,3.94638241362861,1,-1.31951174367339,-0.396309347887675,-1.24499230189091,0,0.893919442028339,-0.905728519019621,0.450769671747034,-1.03380364969194,-0.783618166508508,-1.84138753973822
12055,0.233624147525784,-0.041047651063601,3.94396438063718,1,0.582111020212454,0.204450056928438,-0.849217464805034,1,0.257896877220175,-2.10334712353487,0.283397888430924,-1.03380364969194,-0.783618166508508,0.707624240969045
11408,0.233624147525784,-0.041047651063601,3.94396438063718,1,0.582111020212454,0.204450056928438,-0.849217464805034,1,0.257896877220175,-2.10334712353487,0.283397888430924,-1.03380364969194,-0.783618166508508,0.707624240969045
10666,0.233624147525784,-0.041047651063601,3.94396438063718,1,0.582111020212454,0.204450056928438,-0.849217464805034,1,0.257896877220175,-2.10334712353487,0.283397888430924,-1.03380364969194,-0.783618166508508,0.707624240969045
12318,-0.420315198755331,-0.041047651063601,3.90081525775282,0,0.106705329240993,0.204450056928438,-0.057667790633272,0,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
2520,1.31228948027083,-0.041047651063601,3.73257422936768,0,-1.31951174367339,-1.5978281575199,0.73388188353849,0,-1.93414744731097,-2.47740647770105,-2.982497678327,-1.03380364969194,-0.783618166508508,0.707624240969045
12265,-0.412091574871633,-0.041047651063601,3.67565283161909,1,-1.31951174367339,-1.5978281575199,-0.453442627719153,0,-1.6927141325761,-0.255053844125509,-0.338881818769995,-1.03380364969194,-0.783618166508508,0.707624240969045
1974,-0.420960188863856,-0.041047651063601,3.66634115177631,1,-1.79491743464485,1.40596886656066,-0.849217464805034,0,0.090914364385925,0.665949439661808,0.128900857677593,-1.03380364969194,-0.783618166508508,0.707624240969045
11035,-0.394031851832924,-0.041047651063601,3.64510451419939,0,-0.368700361730469,0.504829759336495,-0.849217464805034,0,0.458914042351853,0.134722289627485,1.30908650926554,-0.193017134716268,1.52771548546241,-0.271196282822543
4133,-0.419428337356109,-0.041047651063601,3.59422068951015,1,-1.79491743464485,1.70634856896872,0.73388188353849,0,0.478058534269155,0.361043915677611,0.502268681998144,-1.03380364969194,-0.783618166508508,0.707624240969045
17438,-0.068634342081897,0.572829160365171,3.4865956931338,1,-0.368700361730469,0.204450056928438,1.12965672062437,0,-1.93414744731097,-2.47740647770105,-2.982497678327,-1.03380364969194,-0.783618166508508,0.707624240969045
1575,-0.403303584642976,-0.041047651063601,3.42471807869469,0,-0.84410605270193,0.204450056928438,1.52543155771025,0,0.150475005906422,0.665949439661808,0.047360758113334,-1.03380364969194,-0.783618166508508,0.707624240969045
13331,-0.387340079456974,1.18670597179394,3.40603464365532,1,1.05751671118392,0.805209461744551,-1.24499230189091,1,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
13190,-0.387340079456974,-0.041047651063601,3.40603464365532,1,1.05751671118392,0.805209461744551,-1.24499230189091,1,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
3667,-0.233348691046552,-0.041047651063601,3.39708341593548,1,-1.31951174367339,-0.997068752703789,0.73388188353849,1,-1.7714192660139,0.596795609479825,-0.695083306340176,-0.592317148246138,-0.674103604445048,0.266645202906689
17374,3.26120771694367,-0.041047651063601,3.39618228562812,0,0.106705329240993,-0.396309347887675,-0.057667790633272,1,0.257896877220175,-2.10334712353487,0.283397888430924,-1.03380364969194,-0.783618166508508,0.707624240969045
17451,-0.326146642910633,-0.041047651063601,3.37541123204334,1,-1.31951174367339,-0.696689050295732,-1.24499230189091,0,-1.93414744731097,-2.47740647770105,-2.982497678327,-1.03380364969194,-0.783618166508508,0.707624240969045
16638,-0.399675515282521,-0.041047651063601,3.35211701359794,0,-1.79491743464485,1.40596886656066,1.52543155771025,1,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
15305,-0.421040812627422,-0.041047651063601,3.34468268856218,0,0.106705329240993,1.10558916415261,-1.24499230189091,0,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
7894,-0.394515594414318,-0.041047651063601,3.30243469598519,1,-1.31951174367339,-0.696689050295732,-0.453442627719153,0,-1.93414744731097,0.665949439661808,0.618141455063143,-1.03380364969194,-0.783618166508508,-1.84138753973822
2489,-0.385566356658529,-0.041047651063601,3.29849976030969,1,-0.84410605270193,1.40596886656066,-0.849217464805034,0,0.384463240451231,0.665949439661808,-0.321715482019625,-1.03380364969194,-0.783618166508508,-1.84138753973822
18937,-0.42071831757316,-0.041047651063601,3.29750851697159,1,-1.79491743464485,0.204450056928438,0.73388188353849,1,-1.85650589675747,-1.76700804037704,0.669640465314253,0.92050993004148,-0.207225734595561,0.6566440053549
5328,-0.335257128193554,-0.041047651063601,3.28798657339043,1,-0.84410605270193,-1.29744845511185,-2.43231681314856,0,0.746081421111392,0.665949439661808,1.30908650926554,-1.03380364969194,-0.783618166508508,-1.84138753973822
12274,-0.075487361984979,-0.041047651063601,3.23926546143887,1,-1.31951174367339,1.70634856896872,1.12965672062437,1,-1.63634423970849,-0.145036387017809,1.05588304219758,2.43824241390072,3.13585037049953,0.62860487576712
234,0.778398917938988,-0.041047651063601,3.23755331385487,1,1.05751671118392,1.10558916415261,-2.03654197606268,1,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
17460,-0.096530164275617,-0.041047651063601,3.15682705715337,1,-1.31951174367339,-0.696689050295732,1.12965672062437,1,-1.93414744731097,-2.47740647770105,-2.982497678327,-1.03380364969194,-0.783618166508508,-1.84138753973822
1691,-0.064361282612917,-0.041047651063601,3.14759047150288,1,-1.31951174367339,-0.696689050295732,-0.453442627719153,0,-1.93414744731097,-2.47740647770105,-2.982497678327,-1.03380364969194,-0.783618166508508,0.536840451661659
4518,-0.405561050022814,-0.041047651063601,3.13952535525196,1,-1.79491743464485,1.40596886656066,-0.057667790633272,0,0.123885433799057,-1.66327729510407,0.197566204679073,-1.03380364969194,-0.783618166508508,0.707624240969045
1825,-0.421040812627422,-0.041047651063601,3.13462921391527,1,-0.84410605270193,1.40596886656066,1.52543155771025,0,0.130266931104825,0.046708323941325,1.03871670544721,1.12457480182087,0.369166697317386,-1.54060414961476
1172,0.510969894191675,-0.041047651063601,3.11755279459069,1,-0.84410605270193,0.504829759336495,-0.453442627719153,0,-1.93414744731097,0.665949439661808,1.30908650926554,0.943074795670932,2.31160919286402,0.338017532766492
908,-0.420395822518897,-0.041047651063601,3.10830119010174,1,-1.31951174367339,0.504829759336495,-1.6407671389768,0,0.130266931104825,0.046708323941325,1.03871670544721,1.12457480182087,0.369166697317386,-1.54060414961476
15590,-0.001958489613091,-0.041047651063601,3.07494434989076,1,-0.84410605270193,1.10558916415261,1.52543155771025,1,-1.93414744731097,-2.47740647770105,-1.21436499303887,-1.03380364969194,-0.783618166508508,0.707624240969045
1419,-0.231978087065936,-0.041047651063601,3.06321463705655,1,-1.31951174367339,0.204450056928438,0.73388188353849,0,0.150475005906422,0.665949439661808,0.047360758113334,-1.03380364969194,-0.783618166508508,0.707624240969045
14545,-0.420960188863856,-0.041047651063601,3.05534476570556,1,1.05751671118392,-1.29744845511185,-0.849217464805034,0,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
3108,-0.343561375840817,-0.041047651063601,3.02778519713863,1,-0.368700361730469,0.805209461744551,-0.057667790633272,0,0.256833294335881,-1.05660960305304,1.22325482551369,-1.03380364969194,-0.783618166508508,-1.84138753973822
16626,-0.385405109131398,-0.041047651063601,3.0041605642472,1,-1.31951174367339,1.40596886656066,0.338107046452609,1,-0.019698255580712,-0.424795063663104,0.755472149066104,1.90943969328008,3.82752128879507,-1.74197608029063
489,0.874583067872828,-0.041047651063601,3.00241837898629,1,1.05751671118392,0.204450056928438,-0.057667790633272,0,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
4967,1.30745205445689,-0.041047651063601,2.99041832705987,1,-1.31951174367339,1.70634856896872,1.52543155771025,0,-1.07264531103236,0.515068355628391,-1.57056648060906,-1.03380364969194,-0.783618166508508,0.536840451661659
3464,-0.132891481643732,-0.041047651063601,2.98145208050158,1,-0.368700361730469,1.10558916415261,0.73388188353849,0,0.746081421111392,0.093858662701768,0.618141455063143,-1.03380364969194,-0.783618166508508,0.707624240969045
7047,-0.404351693569329,-0.041047651063601,2.97781752159521,1,-0.368700361730469,-0.997068752703789,0.73388188353849,1,0.130266931104825,0.046708323941325,1.03871670544721,1.12457480182087,0.369166697317386,-1.54060414961476
4809,-0.404351693569329,-0.041047651063601,2.97781752159521,1,-0.368700361730469,-0.997068752703789,0.73388188353849,1,0.130266931104825,0.046708323941325,1.03871670544721,1.12457480182087,0.369166697317386,-1.54060414961476
14143,-0.285431642309972,-0.041047651063601,2.96318917293897,1,-1.31951174367339,-0.095929645479619,-0.057667790633272,0,0.29831302682337,0.295033441412991,1.30908650926554,-1.03380364969194,-0.783618166508508,0.707624240969045
132,0.789121878493222,-0.041047651063601,2.93019278485094,1,1.05751671118392,0.204450056928438,-1.6407671389768,1,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
11842,-0.346544455092747,-0.041047651063601,2.91783228080158,1,-0.84410605270193,-0.396309347887675,0.338107046452609,1,-0.019698255580712,0.559075338471471,0.030194421362964,-1.03380364969194,-0.783618166508508,-1.84138753973822
2179,-0.418863971011149,-0.041047651063601,2.89637036064782,1,-0.368700361730469,1.40596886656066,0.73388188353849,0,-0.765269857471219,-1.33636827969833,0.583808781562402,-1.03380364969194,-0.783618166508508,-1.84138753973822
12253,6.29048438539643,-0.041047651063601,2.89420764791014,0,-0.368700361730469,-1.29744845511185,0.73388188353849,1,1.73202275485248,0.015274764767696,0.519435018748514,-0.193017134716268,1.52771548546241,-0.271196282822543
4740,-0.420798941336725,-0.041047651063601,2.89416259139477,1,-2.27032312561631,1.70634856896872,-0.057667790633272,0,-1.93414744731097,-2.47740647770105,-2.982497678327,-1.03380364969194,-0.783618166508508,0.536840451661659
1022,0.028356045487599,-0.041047651063601,2.88962690218103,1,-0.84410605270193,0.504829759336495,0.73388188353849,1,1.68309794217492,0.474204728702674,0.047360758113334,-1.03380364969194,-0.783618166508508,-1.84138753973822
13958,-0.056137658729219,-0.041047651063601,2.8830035944219,0,-1.31951174367339,1.10558916415261,-0.849217464805034,1,1.80860072252169,-1.52811299065747,1.14171472594943,-1.03380364969194,-0.783618166508508,0.707624240969045
8526,-0.417896485848361,-0.041047651063601,2.86005480926099,1,-0.84410605270193,0.805209461744551,-0.453442627719153,0,-0.765269857471219,-1.33636827969833,0.583808781562402,-1.03380364969194,-0.783618166508508,0.707624240969045
16037,-0.325904771619936,-0.041047651063601,2.8108981509942,0,0.582111020212454,1.70634856896872,0.338107046452609,1,-1.93414744731097,-2.47740647770105,-2.982497678327,-1.03380364969194,-0.783618166508508,0.536840451661659
411,0.857652077524038,-0.041047651063601,2.81076298144809,1,1.05751671118392,-0.696689050295732,-0.057667790633272,1,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
14207,-0.412978436270856,-0.041047651063601,2.80893068315645,1,-1.31951174367339,1.40596886656066,0.338107046452609,1,1.5118610978035,-1.09432987406139,1.22325482551369,-1.03380364969194,-0.783618166508508,0.707624240969045
8156,-0.418138357139058,-0.041047651063601,2.80579174591913,1,-0.84410605270193,-1.29744845511185,-0.849217464805034,0,1.81498221982745,0.012131408850334,0.738305812315734,-1.03380364969194,-0.783618166508508,-1.84138753973822
3415,4.6573694306103,-0.041047651063601,2.80224730004349,1,-0.84410605270193,-1.29744845511185,0.338107046452609,0,-1.93414744731097,-2.47740647770105,-2.982497678327,-1.03380364969194,-0.783618166508508,-1.84138753973822
6651,-0.28696349381772,-0.041047651063601,2.79346127954668,1,-1.31951174367339,0.805209461744551,-0.057667790633272,1,1.67990719352204,0.474204728702674,0.047360758113334,-1.03380364969194,-0.783618166508508,0.707624240969045
6394,-0.28696349381772,-0.041047651063601,2.79346127954668,1,-1.31951174367339,0.805209461744551,-0.057667790633272,1,1.67990719352204,0.474204728702674,0.047360758113334,-1.03380364969194,-0.783618166508508,0.707624240969045
4822,-0.28696349381772,-0.041047651063601,2.79346127954668,1,-1.31951174367339,0.805209461744551,-0.057667790633272,1,1.67990719352204,0.474204728702674,0.047360758113334,-1.03380364969194,-0.783618166508508,0.707624240969045
13246,-0.421040812627422,-0.041047651063601,2.7894512496789,0,-0.84410605270193,-0.696689050295732,0.73388188353849,0,0.150475005906422,0.665949439661808,0.047360758113334,0.928358578956072,0.311527454126092,0.52664440453883
510,-0.399756139046086,-0.041047651063601,2.7846602402114,1,-0.84410605270193,-0.095929645479619,-1.6407671389768,0,0.130266931104825,0.046708323941325,1.03871670544721,1.12457480182087,0.369166697317386,-1.54060414961476
