,fav_number,retweet_count,tweet_count,tweet_location,year,month,totalLettersName,link_hue,link_sat,link_vue,sidebar_hue,sidebar_sat,sidebar_vue,gender_catg
64,0.16802031673015647,0.0,0.009280164198797831,1,0.6666666666666572,0.8181818181818182,0.5454545454545455,0.9799833194328608,0.792,0.867,0.5515320334261838,0.168,0.9329999999999999,1
66,0.04171158868204797,0.0,0.06003518545667791,1,0.5555555555555429,0.09090909090909091,0.6363636363636364,0.0,1.0,1.0,0.13649025069637882,0.384,0.9490000000000001,0
67,0.019094851338077097,0.0,0.15519229829448272,1,0.5555555555555429,0.36363636363636365,0.6363636363636364,0.0,1.0,0.6,0.0,0.0,0.875,1
68,0.0026114664941661275,0.0,0.0033621658603332845,0,1.0,0.7272727272727273,0.5454545454545455,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
72,0.010781283691511536,0.0,0.005390216488295949,0,0.7777777777777715,0.8181818181818182,0.6363636363636364,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
75,0.001653130166031769,0.0,0.002893026437961198,1,0.44444444444442865,0.1818181818181818,0.6363636363636364,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
77,0.0,0.0,0.06559644235938034,0,1.0,0.36363636363636365,0.9090909090909091,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
78,0.005151057763722178,0.0,0.004872208376093437,1,0.44444444444442865,0.1818181818181818,0.6363636363636364,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
79,0.018543807949399842,0.0,0.27381615598885795,0,0.5555555555555429,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.9329999999999999,0
80,0.0,0.0,0.06548404437277036,1,1.0,0.1818181818181818,0.7272727272727272,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
83,0.0008625026953209229,0.0,0.002379905194741729,0,0.7777777777777715,0.5454545454545454,0.8181818181818182,0.9783152627189324,0.302,0.961,0.0,0.0,0.0,1
86,0.21322983300989481,0.0,0.3698529052436104,1,0.44444444444442865,0.0,0.4545454545454546,0.9947178204058938,0.988,0.318,0.0,0.0,0.0,0
94,0.004623972783248281,0.0,0.018926843571323855,1,0.44444444444442865,0.6363636363636364,0.4545454545454546,0.5671392827356131,0.92,0.788,0.0,0.0,1.0,0
99,0.11744411701286567,0.0,0.01116649562625226,1,0.6666666666666572,0.09090909090909091,0.4545454545454546,0.7392271337225466,0.5,0.8,0.0,0.0,0.0,0
100,0.04130429574259086,0.0,0.025621854078092168,0,0.6666666666666572,0.5454545454545454,0.9090909090909091,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
101,0.8067275210235032,0.0,0.46782485461564777,1,0.7777777777777715,0.6363636363636364,0.5454545454545455,0.0,1.0,0.6,0.0,0.0,1.0,0
103,0.019166726562687177,0.0,0.0029028001759272832,1,1.0,0.7272727272727273,0.5454545454545455,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
104,0.0012937540429813843,0.0,0.10821482676049454,1,0.8888888888888857,0.7272727272727273,0.6363636363636364,0.7392271337225466,0.5,0.8,0.0,0.0,0.0,1
105,0.35918445578475766,0.0,0.234784733421297,0,0.5555555555555429,0.0,0.5454545454545455,0.8865721434528774,0.76,0.98,0.0,0.0,0.0,0
106,0.926711229305925,0.0,0.17031227092801643,1,0.7777777777777715,0.6363636363636364,1.0,0.3060884070058382,0.5860000000000001,0.569,0.0,0.0,0.0,1
108,0.32554685066724165,0.0,0.031583834237404095,1,0.7777777777777715,0.09090909090909091,0.8181818181818182,0.7472894078398666,0.336,0.898,0.0,0.0,0.0,1
110,0.0,0.0,0.21707472022675073,0,1.0,0.8181818181818182,0.4545454545454546,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
111,0.1448046191811016,0.0,0.04788154229585105,1,0.22222222222220012,0.9090909090909091,0.6363636363636364,0.07728662774534335,1.0,0.6,0.0,0.0,1.0,0
112,7.18752246100769e-05,0.0,0.00024923031813517085,0,1.0,0.1818181818181818,0.36363636363636365,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
113,0.015189630800929587,0.0,0.034726090993500464,1,0.7777777777777715,0.4545454545454545,0.4545454545454546,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
114,0.11837849493279667,0.0,0.04969457068855984,0,0.6666666666666572,0.09090909090909091,0.6363636363636364,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
117,0.0024437576367426148,0.0,0.36774177784293605,0,0.7777777777777715,0.9090909090909091,1.0,0.6672226855713095,1.0,1.0,0.5571030640668524,0.19,0.929,1
119,0.08773569084070054,0.0,0.15788984997312222,1,0.6666666666666572,0.36363636363636365,0.7272727272727272,0.5251598554350848,0.32,0.663,0.0,0.0,1.0,0
120,0.0008145858789142049,0.0,0.018540780921663492,1,0.22222222222220012,0.7272727272727273,0.18181818181818177,0.5004170141784821,0.87,0.541,0.24094707520891365,0.638,0.737,0
122,0.024341742734612714,0.0,0.008043786346088062,1,0.44444444444442865,0.2727272727272727,0.5454545454545455,0.5448985265499028,1.0,0.706,0.0,0.0,1.0,0
124,7.18752246100769e-05,0.0,0.0766700874749548,1,0.7777777777777715,0.5454545454545454,0.6363636363636364,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
125,0.0002395840820335897,0.0,0.25417094267702683,1,0.8888888888888857,0.8181818181818182,0.4545454545454546,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
127,0.12271496681760465,0.0,0.09066119337340565,1,0.6666666666666572,0.8181818181818182,0.6363636363636364,0.5396163469557965,0.8029999999999999,0.937,0.0,0.0,1.0,0
128,0.0,0.0,0.4022772809460978,0,0.6666666666666572,0.2727272727272727,1.0,0.6672226855713095,1.0,1.0,0.0,0.0,1.0,1
130,0.15529840197417283,0.0,0.44019938425450816,0,0.6666666666666572,0.7272727272727273,1.0,0.7392271337225466,0.5,0.8,0.0,0.0,1.0,1
134,0.42887946524832893,0.0,0.7607535551971851,1,0.8888888888888857,0.7272727272727273,0.36363636363636365,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
139,0.640192625601955,0.0,0.1822264575086742,1,0.7777777777777715,0.1818181818181818,0.9090909090909091,0.7392271337225466,0.5,0.8,0.0,0.0,0.0,1
140,0.002276048779319102,0.0,0.14833113424229097,1,0.22222222222220012,0.7272727272727273,0.4545454545454546,0.08145676953016404,0.8620000000000001,0.9690000000000001,0.09554317548746517,0.755,0.898,0
141,0.09758259661228108,0.0,0.027366466305038365,0,0.3333333333333144,0.4545454545454545,0.36363636363636365,0.0,1.0,0.6,0.0,0.0,0.875,1
142,0.07958983205155849,0.0,0.09462933098763622,0,0.7777777777777715,0.6363636363636364,0.6363636363636364,0.572977481234362,0.11900000000000001,0.761,0.0,0.0,1.0,1
147,0.0006947938378974101,0.0,0.008894101549137468,1,0.5555555555555429,0.1818181818181818,0.36363636363636365,0.22435362802335282,0.9640000000000001,0.329,0.0,0.0,0.9329999999999999,1
149,7.18752246100769e-05,0.0,0.22134584371792992,1,1.0,0.1818181818181818,0.6363636363636364,0.9582985821517932,0.793,0.816,0.23871866295264624,0.401,0.616,1
151,0.004456263925824769,0.0,0.00016126667644040464,1,0.8888888888888857,0.8181818181818182,0.7272727272727272,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
152,0.01863964158221328,0.0,0.014606851390314226,1,0.3333333333333144,0.0,0.36363636363636365,0.0,1.0,1.0,0.0,0.0,1.0,1
154,0.017369845947435254,0.0,0.018389287983189173,1,0.44444444444442865,0.2727272727272727,0.5454545454545455,0.9727550736725049,0.7690000000000001,0.424,0.13649025069637882,0.384,0.9490000000000001,1
157,0.0005510433886772563,0.0,0.37328837413868937,1,0.6666666666666572,0.5454545454545454,0.4545454545454546,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
159,0.009679196914157024,0.0,0.44113766309925234,1,0.5555555555555429,0.1818181818181818,0.7272727272727272,0.9455101473450098,0.9390000000000001,0.706,0.947075208913649,0.75,0.8,1
162,0.0,0.0,0.00014660606949127694,1,0.44444444444442865,0.9999999999999999,0.8181818181818182,0.5448985265499028,1.0,0.706,0.27743732590529246,0.214,0.863,1
163,0.3700136562926759,0.0,0.35492352050041537,1,0.6666666666666572,0.8181818181818182,0.7272727272727272,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
166,0.1108315963487386,0.0,0.32407760347945075,1,0.3333333333333144,0.0,1.0,0.6769530164025578,1.0,1.0,0.5612813370473537,0.537,0.855,0
167,2.395840820335897e-05,0.0,0.6340761374187558,1,0.6666666666666572,0.9090909090909091,0.6363636363636364,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
172,0.019789645175974507,0.0,0.09513756536187265,1,0.3333333333333144,0.7272727272727273,0.7272727272727272,0.0,1.0,1.0,0.0,0.0,1.0,1
177,0.000790627470710846,0.0,0.0020378243659287493,1,0.3333333333333144,0.36363636363636365,0.18181818181818177,0.9452321378926885,0.75,0.8,0.5384401114206129,0.076,0.929,0
178,0.09159299456144133,0.0,0.04102037824365929,0,0.8888888888888857,0.9090909090909091,0.5454545454545455,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
180,0.10920242459091019,0.0,0.036250794116209746,0,0.5555555555555429,0.4545454545454545,0.6363636363636364,0.8340283569641368,0.037000000000000005,0.639,0.0,0.0,1.0,1
184,0.017417762763841972,0.0,0.20386062649660364,1,0.5555555555555429,0.36363636363636365,0.5454545454545455,0.6733388935223797,0.9820000000000001,0.878,0.0,0.0,1.0,1
187,0.04281367545940248,0.0,0.050745247519913994,1,0.3333333333333144,0.5454545454545454,0.7272727272727272,0.542118432026689,1.0,0.8,0.15292479108635096,0.322,1.0,1
189,0.0035698028223004863,0.0,0.0024629819674534524,1,0.8888888888888857,0.09090909090909091,0.6363636363636364,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
192,0.003090634658233307,0.0,0.5339050970043493,1,0.5555555555555429,0.4545454545454545,0.7272727272727272,0.5448985265499028,1.0,0.706,0.0,0.0,1.0,0
198,0.02678550037135533,0.0,0.011518350193031325,0,1.0,0.1818181818181818,0.7272727272727272,0.2485404503753128,0.835,0.737,0.5571030640668524,0.19,0.929,0
199,0.3426052373080333,0.0,0.02848067243317207,1,0.6666666666666572,0.5454545454545454,0.36363636363636365,0.5726994717820406,0.452,0.98,0.0,0.0,0.0,1
203,0.05718872038141786,0.0,0.009402335923373894,1,0.6666666666666572,0.0,0.6363636363636364,0.5726994717820406,0.452,0.98,0.0,0.0,0.0,1
208,0.003977095761757589,0.0,0.010218443043542002,1,0.5555555555555429,0.5454545454545454,1.0,0.5448985265499028,1.0,0.706,0.0,0.0,0.0,0
212,0.00040729293945710246,0.0,0.002717099154571666,0,1.0,0.8181818181818182,0.6363636363636364,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
213,0.135820216104842,0.0,0.05141963543957387,0,0.5555555555555429,0.1818181818181818,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,1.0,1
214,0.00035937612305038456,0.0,0.2868592093045986,1,0.22222222222220012,0.36363636363636365,0.9090909090909091,0.6672226855713095,1.0,1.0,0.0,0.0,1.0,0
215,0.24336951052972042,0.0,0.19736597761814006,1,0.3333333333333144,0.4545454545454545,0.4545454545454546,0.7650820127884348,0.26,0.9490000000000001,0.0,0.0,1.0,1
217,0.0003833345312537435,0.0,0.003367052729316327,1,1.0,0.09090909090909091,0.7272727272727272,0.5782596608284682,0.688,0.867,0.0,0.0,0.0,1
220,0.13409521071420016,0.0,0.05146361726042125,1,0.6666666666666572,0.4545454545454545,0.2727272727272727,0.3060884070058382,0.5860000000000001,0.569,0.0,0.0,0.0,0
221,0.13471812932748747,0.0,0.07100620632360846,1,0.7777777777777715,0.5454545454545454,0.6363636363636364,0.3055323881011955,0.363,0.831,0.0,0.0,0.0,1
222,0.4088741943985242,0.0,0.30814641059473197,1,0.44444444444442865,0.36363636363636365,0.5454545454545455,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
224,0.018807350439636793,0.0,0.014103503885060842,1,0.6666666666666572,0.9090909090909091,0.8181818181818182,0.6113427856547123,1.0,0.7020000000000001,0.0,0.0,1.0,0
225,0.002994801025419871,0.0,0.01956702340810243,0,0.5555555555555429,0.09090909090909091,0.4545454545454546,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
226,0.010661491650494742,0.0,0.014763231197771587,1,0.3333333333333144,0.5454545454545454,0.7272727272727272,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
229,0.062267902920529965,0.0,0.1532473244392318,1,0.6666666666666572,0.0,0.6363636363636364,0.0,0.0,0.0,0.5571030640668524,0.19,0.929,0
231,0.00035937612305038456,0.0,0.0011093192591506622,1,0.8888888888888857,0.5454545454545454,0.7272727272727272,0.0,0.65,0.078,0.0,0.0,0.0,1
232,0.001509379716811615,0.0,0.00264868298880907,1,1.0,0.5454545454545454,0.9090909090909091,0.5732554906866834,0.728,0.851,0.0,0.0,0.0,0
239,0.00745106495124464,0.0,0.05993744807701706,0,0.5555555555555429,0.9999999999999999,0.8181818181818182,0.6722268557130944,0.877,0.89,0.0,0.0,0.0,1
240,0.05472100433647189,0.0,0.010927039046083175,1,0.3333333333333144,0.5454545454545454,0.7272727272727272,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
241,7.18752246100769e-05,0.0,0.00011239798660997899,0,0.8888888888888857,0.36363636363636365,0.18181818181818177,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
243,0.004264596660197896,0.0,0.014440697844890778,1,0.3333333333333144,0.6363636363636364,0.9090909090909091,0.5715874339727551,0.49200000000000005,0.71,0.6075208913649025,0.988,1.0,0
245,0.33745417954431106,0.0,0.051282803108048676,0,0.8888888888888857,0.6363636363636364,0.4545454545454546,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
246,0.04247825774455545,0.0,0.0058056003518545665,1,0.8888888888888857,0.0,1.0,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
247,0.168523443302427,0.0,0.2030396325074525,1,0.6666666666666572,0.2727272727272727,0.2727272727272727,0.22435362802335282,0.9640000000000001,0.329,0.0,0.0,1.0,1
248,0.13970147823378615,0.0,0.016473635341836487,1,0.7777777777777715,0.7272727272727273,0.9090909090909091,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
255,0.012218788183713074,0.0,0.23539070517519425,1,0.3333333333333144,0.5454545454545454,0.7272727272727272,0.11287183764247985,0.162,0.7490000000000001,0.0,0.0,0.0,1
257,0.3063082488799444,0.25,0.09421883399306064,1,0.8888888888888857,0.9090909090909091,0.9090909090909091,0.7392271337225466,0.5,0.8,0.0,0.0,0.0,1
260,0.005869810009822948,0.0,0.019361774910814644,1,0.3333333333333144,0.8181818181818182,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
261,0.30257073720022043,0.0,0.10452524067829741,1,0.6666666666666572,0.36363636363636365,0.6363636363636364,0.22435362802335282,0.9640000000000001,0.329,0.0,0.0,1.0,1
262,0.009439612832123434,0.0,0.3401456286956947,0,0.5555555555555429,0.2727272727272727,0.4545454545454546,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
263,0.0026593833105728456,0.0,0.2953134926452622,0,0.8888888888888857,0.7272727272727273,0.7272727272727272,0.6672226855713095,1.0,1.0,0.0,0.0,1.0,0
264,0.470998346869834,0.0,0.2180472071543762,1,0.22222222222220012,0.36363636363636365,0.7272727272727272,0.5396163469557965,0.8029999999999999,0.937,0.6128133704735376,0.2,0.11800000000000001,0
265,0.07884712139725437,0.0,0.08485070615256804,1,1.0,0.0,0.5454545454545455,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
266,0.350463595198735,0.0,0.4389434589258662,1,0.7777777777777715,0.7272727272727273,0.36363636363636365,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
267,0.01557296533218333,0.0,0.17239407711479257,1,1.0,0.2727272727272727,1.0,0.3060884070058382,0.5860000000000001,0.569,0.0,0.0,0.0,1
270,0.0018208390234552816,0.0,0.009993647070322045,1,0.5555555555555429,0.36363636363636365,0.36363636363636365,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
274,0.005151057763722178,0.0,0.07391878023750183,1,0.3333333333333144,0.2727272727272727,0.8181818181818182,0.5448985265499028,1.0,0.706,0.6030640668523677,0.32,0.9690000000000001,0
275,0.012242746591916433,0.0,0.002370131456775644,0,0.6666666666666572,0.36363636363636365,0.2727272727272727,0.5732554906866834,0.728,0.851,0.0,0.0,0.0,0
276,0.4637868660006229,0.0,0.30153447686067536,1,0.3333333333333144,0.9999999999999999,1.0,0.7392271337225466,0.5,0.8,0.15292479108635096,0.322,1.0,1
277,0.02654591628932174,0.0,0.02842203000537556,1,0.8888888888888857,0.09090909090909091,0.36363636363636365,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
281,0.010350032343851075,0.0,0.02207887406538631,1,0.22222222222220012,0.8181818181818182,0.8181818181818182,0.5448985265499028,1.0,0.706,0.0,0.0,0.0,0
282,0.02692925082057548,0.0,0.014704588769975078,1,0.6666666666666572,0.8181818181818182,0.4545454545454546,0.5732554906866834,0.728,0.851,0.0,0.0,0.0,1
283,0.002252090371115743,0.0,0.0072423398328690805,0,1.0,0.36363636363636365,0.8181818181818182,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
287,0.012913582021610484,0.0,0.0697014123051361,1,0.7777777777777715,0.0,0.4545454545454546,0.9418960244648319,0.708,0.188,0.0,0.0,0.0,1
289,0.005726059560602794,0.0,0.24153349948687877,1,0.3333333333333144,0.8181818181818182,0.4545454545454546,0.0,1.0,1.0,0.0,0.0,1.0,0
290,0.0024437576367426148,0.0,0.36774177784293605,0,0.7777777777777715,0.9090909090909091,1.0,0.6672226855713095,1.0,1.0,0.5571030640668524,0.19,0.929,1
291,0.3351302139485853,0.0,0.017597615207936276,1,0.5555555555555429,0.5454545454545454,0.8181818181818182,0.5448985265499028,1.0,0.706,0.0,0.0,1.0,1
292,0.0006468770214906922,0.0,0.01356594829692616,1,0.7777777777777715,0.0,0.8181818181818182,0.5448985265499028,1.0,0.706,0.0,0.0,0.0,0
293,0.005007307314502025,0.0,0.02080828812979524,1,0.5555555555555429,0.7272727272727273,0.7272727272727272,0.0,0.0,0.4,0.0,0.0,1.0,0
296,4.791681640671794e-05,0.0,0.017426574793529787,1,1.0,0.0,0.8181818181818182,0.0,1.0,0.6,0.0,0.0,0.875,1
297,0.07139605644600973,0.0,0.00604017006304061,1,0.8888888888888857,0.0,0.6363636363636364,0.4395329441201001,0.672,0.8,0.0,0.0,1.0,1
299,0.0,0.0,0.4882666275717148,0,0.6666666666666572,0.2727272727272727,0.5454545454545455,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
302,0.02553966314478066,0.0,0.004505693202365244,0,1.0,0.4545454545454545,0.6363636363636364,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
304,0.6230863221447567,0.0,0.13260518985486,1,0.5555555555555429,0.5454545454545454,1.0,0.5560189046427579,0.136,0.086,0.0,0.0,0.0,0
305,0.00043125134766046146,0.0,0.006147681180667546,1,0.8888888888888857,0.9999999999999999,0.6363636363636364,0.572977481234362,0.11900000000000001,0.761,0.0,0.0,0.0,0
306,0.2783487865066245,0.25,0.18082881297952402,1,0.5555555555555429,0.9090909090909091,0.5454545454545455,0.542118432026689,1.0,0.8,0.15292479108635096,0.322,1.0,1
307,0.0,0.0,0.10884523285930704,0,1.0,0.5454545454545454,1.0,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
309,0.0017968806152519228,0.0,0.008835459121340957,1,0.11111111111111427,0.36363636363636365,0.5454545454545455,0.5293299972199055,1.0,0.725,0.5119777158774373,0.573,0.863,0
310,0.047006396894990296,0.0,0.060748668328202124,0,0.7777777777777715,0.8181818181818182,0.6363636363636364,0.9799833194328608,0.792,0.867,0.0,0.0,0.0,0
312,0.06976688468818132,0.0,0.1602159996090505,1,0.7777777777777715,0.9090909090909091,1.0,0.7870447595218238,1.0,1.0,0.0,0.0,1.0,1
314,0.21909964301971777,0.0,0.015115085764550652,1,0.3333333333333144,0.5454545454545454,0.5454545454545455,0.0,0.0,0.0,0.0,0.0,0.9329999999999999,0
315,0.0005510433886772563,0.0,0.040873772174168016,1,0.6666666666666572,0.9999999999999999,0.8181818181818182,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
316,0.12058266848750569,0.0,0.4659336363192103,1,0.6666666666666572,0.9090909090909091,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.9329999999999999,1
